	Set.01	Set.02	Set.03	Set.04	Set.05	Set.06	Set.07	Set.08	Set.09.Distal	Set.09.Proximal	Set.10
PRDM1	0	0	0	1	0	0	0	0	0	0	0
PRDM13	0	0	0	0	0	0	0	0	0	0	1
PRDM9	0	0	0	0	0	0	0	0	0	0	0
PRELP	0	0	1	0	0	0	0	0	0	0	0
PRF1	0	0	0	0	1	0	0	0	0	0	0
PRH2	0	0	0	0	0	0	0	0	0	0	0
PRIM2	0	0	0	1	0	0	0	0	0	0	0
PRKAG3	0	0	0	0	0	0	0	0	0	0	0
PRKCB	0	0	0	0	0	0	0	0	0	0	0
PRKCD	0	0	0	1	0	0	0	0	0	0	0
PRKCE	0	0	0	1	0	0	0	0	0	0	0
PRKG1	0	0	0	0	0	0	0	0	0	0	0
PRKG2	0	0	0	0	0	0	0	0	0	0	0
PRLHR	0	0	1	0	0	0	0	0	0	0	0
PRMT8	0	0	0	0	0	0	0	0	0	0	0
PROB1	0	0	0	0	0	0	0	0	0	0	0
PROKR2	0	0	0	1	0	0	0	0	0	0	0
PROM2	0	0	0	0	0	0	0	0	0	0	0
PROX2	0	0	0	0	0	0	0	0	0	0	0
PROZ	0	0	0	1	0	0	0	0	0	0	0
PRPF4	0	0	0	0	0	0	0	0	0	0	0
PRPS1L1	0	0	0	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0	0	0	0
PRRC2B	0	0	0	1	0	0	0	0	0	0	0
PRRT4	0	0	0	1	0	0	0	0	0	0	0
PRSS21	0	0	0	1	0	0	0	0	0	0	0
PRSS54	0	0	0	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0
PRSS8	0	0	0	1	0	0	0	0	0	0	0
PRUNE2	0	0	0	0	0	0	0	0	0	0	0
PSD	0	0	1	0	0	0	0	0	0	0	0
PSD4	0	0	0	0	0	0	0	0	0	0	0
PSENEN	0	0	0	1	0	0	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0	0	0	0
PSMB11	0	0	0	0	0	0	0	0	0	0	0
PSMD6	0	0	0	0	0	0	0	0	0	0	0
PSME4	0	0	0	0	0	0	0	0	0	0	1
PSTPIP1	0	0	0	0	0	0	0	0	0	0	0
PTAFR	0	0	0	0	0	0	0	0	0	0	0
PTCRA	0	0	0	1	0	0	0	0	0	0	0
PTPN1	0	0	0	1	0	0	0	0	0	0	0
PTPN13	0	0	0	1	0	0	0	0	0	0	1
PTPN18	0	0	0	0	0	0	0	0	0	0	0
PTPN21	0	0	0	1	0	0	0	0	0	0	0
PTPRA	0	0	0	1	0	0	0	0	0	0	0
PTPRB	0	0	0	1	0	0	0	0	0	0	0
PTPRQ	0	0	0	0	0	0	0	0	0	0	0
PTPRS	0	0	0	0	0	0	0	0	0	0	1
PTPRT	0	0	0	1	0	1	0	0	0	0	0
PXDN	0	0	0	1	0	0	0	0	0	0	0
PYCR1	0	0	0	1	1	0	0	0	0	0	0
PYGL	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	0	0	0	0	0	0	1	0	0	0	0
QARS	0	1	0	0	0	0	0	0	0	0	0
QSOX1	0	0	0	0	0	0	0	0	0	0	1
R3HCC1	0	0	0	0	1	0	0	0	0	0	0
R3HDM1	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP2	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP5	0	0	0	0	0	0	0	0	0	0	0
RAB14	0	0	0	1	0	0	0	0	0	0	0
RAB22A	0	0	0	0	0	0	0	0	0	0	0
RAB38	0	0	0	0	0	1	0	0	0	0	0
RAB7A	0	0	0	0	0	0	0	0	0	0	0
RAD54L	0	0	0	0	0	0	0	0	0	0	0
RALGAPA1	0	0	0	1	0	0	0	0	0	0	0
RALGAPA2	0	0	0	0	0	0	0	0	0	0	0
RALGAPB	0	0	0	1	0	0	0	0	0	0	0
RAMP3	0	0	0	0	0	0	0	0	1	0	0
RANBP17	0	0	0	0	0	0	0	0	0	0	0
RANBP2	0	0	0	0	0	0	0	0	0	0	0
RANBP3	0	0	0	1	0	0	0	0	0	0	0
RAPGEFL1	0	0	0	1	0	0	0	0	0	0	0
RAPH1	0	0	0	0	0	0	0	0	0	0	0
RASAL2	0	0	0	0	0	0	0	0	0	0	0
RASGEF1B	0	0	0	0	0	0	0	0	0	0	0
RASGRF2	0	0	0	0	0	0	0	0	0	0	0
RASIP1	0	0	1	0	0	0	0	0	0	0	0
RASSF7	0	0	0	1	0	0	0	0	0	0	0
RASSF9	0	0	0	0	0	0	0	0	0	0	0
RBFA	0	0	0	1	0	0	0	0	0	0	0
RBM33	0	0	0	0	0	0	0	0	0	0	0
RCBTB2	0	0	0	0	0	1	0	0	0	0	0
RCSD1	0	0	0	0	0	0	0	0	0	0	0
RDH14	0	0	0	0	1	0	0	0	0	0	0
RECQL5	0	0	0	1	0	0	0	0	0	0	0
RELN	0	0	0	1	0	0	0	0	0	0	0
REPIN1	0	0	0	0	0	0	0	0	0	0	0
REPS1	0	0	0	0	0	0	0	0	0	0	0
RFC4	0	0	0	0	0	0	0	0	0	0	0
RFTN1	0	0	0	0	0	0	0	0	0	0	0
RFTN2	0	0	0	0	0	0	0	0	0	0	0
RFX1	0	0	0	0	0	0	0	0	0	0	0
RFX2	0	0	0	0	0	0	0	0	0	0	0
RFX3	0	0	0	1	0	0	0	0	0	0	0
RGL1	0	0	0	0	0	0	0	0	0	0	1
RGS12	0	0	0	1	0	0	0	0	0	0	0
RGS14	0	0	0	0	0	0	0	0	0	0	0
RGS3	0	0	0	1	0	0	0	0	0	0	0
RHNO1	0	0	0	0	0	0	0	0	0	0	0
RHPN1	0	0	0	0	1	0	0	0	0	0	0
RHPN2	0	0	0	1	0	0	0	0	0	0	0
RICTOR	0	0	0	1	0	0	0	0	0	0	0
RIMKLB	0	0	0	0	0	0	0	0	0	0	0
RIMS1	0	1	0	0	0	0	0	0	0	0	0
RIMS2	0	0	0	0	1	0	0	0	0	0	0
RIN1	0	0	0	0	0	0	0	0	1	0	0
RNF148	0	0	0	1	0	0	0	0	0	0	0
RNF157	0	0	0	0	0	0	1	0	0	0	0
RNF169	0	0	0	0	0	0	0	0	0	0	0
RNF180	0	0	0	0	0	0	0	0	0	0	1
RNF213	0	0	0	1	0	0	0	0	0	0	0
RNF220	0	0	0	0	0	0	0	0	0	0	0
RNF222	0	0	1	0	0	0	0	0	0	0	0
RNF43	0	0	0	0	0	0	0	0	0	0	0
RNPC3	0	0	0	0	0	0	0	0	0	0	0
ROBO1	0	0	0	0	0	0	0	0	1	0	0
ROBO3	0	0	0	1	0	0	0	0	0	0	0
RP1	0	1	0	0	0	0	0	0	0	0	0
RPAP1	0	1	0	0	0	0	0	0	0	0	0
RPEL1	0	0	0	0	1	0	0	0	0	0	0
RPGRIP1L	0	0	0	1	0	0	1	0	0	0	0
RPL28	0	0	0	1	0	0	0	0	0	0	0
RPRD1B	0	0	0	0	1	0	0	0	0	0	0
RPS6KA1	0	0	0	1	0	0	0	0	0	0	0
RPS6KA2	0	0	0	0	0	0	0	0	1	0	0
RPTOR	0	0	0	0	0	0	1	0	0	0	0
RPUSD3	0	0	0	1	0	0	0	0	0	0	0
RRAS	0	0	0	0	0	0	0	0	0	0	0
RSF1	0	0	0	0	0	0	0	0	0	0	0
RSL1D1	0	0	0	0	0	0	0	0	1	0	0
RTP1	0	0	1	0	0	0	0	0	0	0	0
RTTN	0	0	1	0	0	0	0	0	0	0	0
RUFY4	0	0	0	0	0	0	0	0	0	0	0
RYR1	1	0	1	0	0	1	0	0	0	0	0
RYR2	0	0	1	1	0	0	0	1	0	0	0
S1PR3	0	0	0	0	0	0	0	0	0	0	0
SAFB2	0	0	0	0	0	0	0	0	0	0	0
SALL1	0	0	0	0	0	0	0	0	0	0	0
SALL2	0	0	0	0	0	0	0	0	0	0	0
SALL3	1	0	0	0	0	0	0	0	0	0	0
SAMD1	0	0	0	1	0	0	0	0	0	0	0
SAMD14	0	0	0	0	0	0	0	0	0	0	0
SAMD7	0	0	0	0	0	0	0	0	0	0	0
SAP18	0	0	0	0	0	0	0	0	1	0	0
SARS	0	0	0	1	0	0	0	0	0	0	0
SART1	0	0	0	0	0	0	0	0	0	0	0
SASH1	0	0	0	0	0	0	0	0	0	0	0
SATB1	0	0	0	0	0	0	0	0	0	0	0
SBF1	0	0	0	1	0	0	0	0	0	0	0
SBK2	0	1	0	0	0	0	0	0	0	0	0
SBNO2	0	0	0	1	0	0	0	0	0	0	0
SCARA5	0	0	0	0	0	0	0	0	0	0	0
SCD5	0	0	0	0	0	0	0	0	0	0	0
SCG2	0	0	0	0	1	0	0	0	0	0	0
SCN11A	0	0	0	0	0	0	0	0	0	0	0
SCN1A	0	0	0	0	1	0	0	0	0	0	0
SCN3A	0	0	0	0	0	0	1	0	0	0	0
SCN4A	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	0	1	0	0	0	0	0	0	0	0	0
SDCCAG8	0	0	0	0	0	0	0	0	0	0	0
SDHAF2	0	0	0	0	0	0	0	0	0	0	0
SDHB	0	0	0	1	0	0	0	0	0	0	0
SDK1	0	0	0	0	0	0	0	0	0	0	0
SDK2	0	0	0	0	0	0	0	0	0	0	0
SEC13	0	0	0	0	0	0	0	0	0	0	0
SEC14L6	0	0	0	0	0	1	0	0	0	0	0
SEC22C	0	0	0	0	1	0	0	0	0	0	0
SEMA3B	0	0	0	1	0	0	0	0	0	0	0
SEMA4D	0	1	0	0	0	0	0	0	0	0	0
SEMA5A	0	0	0	1	0	0	0	0	1	0	0
SEPHS1	0	0	0	0	0	0	0	0	0	0	0
SEPT10	0	0	0	0	0	0	0	0	0	0	0
SEPT14	0	0	0	0	0	0	0	0	0	0	0
SEPT3	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	0	1	0	0	0	0	0	0	0	0	0
SERPINE3	0	0	0	0	0	0	0	0	0	0	0
SESTD1	0	1	0	0	0	0	0	0	0	0	0
SETD1B	0	0	0	1	0	0	0	0	0	0	0
SEZ6	0	0	0	0	0	0	0	0	0	0	0
SEZ6L2	0	0	1	0	0	0	0	0	0	0	0
SF3B2	0	0	0	1	0	0	0	0	0	0	0
SFRP2	0	0	0	0	0	0	0	0	0	0	0
SFRP4	0	0	0	0	0	0	0	0	1	0	0
SFTPC	0	0	0	0	0	1	0	0	0	0	0
SGCG	0	1	0	0	0	0	0	0	0	0	0
SGPP2	0	0	0	1	0	0	0	0	0	0	0
SH2D4B	0	0	0	0	0	0	0	0	0	0	0
SH3BP2	0	0	0	0	0	0	0	0	0	0	0
SH3BP4	0	0	0	0	0	0	0	0	0	0	0
SHANK1	0	0	0	1	0	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0	0	1	0	0	0
SI	0	0	0	0	0	0	0	0	0	0	0
SIDT1	0	0	0	1	0	0	0	0	0	0	0
SIGLEC1	0	0	0	0	0	0	0	0	0	0	0
SIGLEC5	1	0	0	0	0	0	0	0	0	0	0
SIGLECL1	0	0	0	1	0	0	0	0	0	0	0
SIK2	0	0	0	0	0	0	0	0	0	0	0
SIK3	0	0	0	1	0	0	0	0	0	0	0
SIL1	0	0	0	1	0	0	0	0	0	0	0
SIN3B	0	0	0	0	0	0	0	0	0	0	0
SIPA1	0	0	0	1	0	0	0	0	0	0	0
SIPA1L2	0	0	0	0	0	0	0	0	0	0	0
SIPA1L3	0	1	0	0	0	0	0	0	0	0	0
SIX2	0	0	1	0	0	0	0	0	0	0	0
SKIV2L	0	0	0	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0	0	0	0
SLC11A2	0	0	1	0	0	0	0	0	0	0	0
SLC16A1	0	0	0	1	0	0	0	0	0	0	0
SLC1A6	0	0	0	0	0	0	0	0	0	0	0
SLC22A24	0	0	0	0	0	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0	0	0	0	0	0
SLC25A13	0	0	0	0	0	1	0	0	0	0	0
SLC25A29	0	0	0	0	0	0	0	0	0	0	0
SLC25A45	0	0	0	1	0	0	0	0	0	0	0
SLC25A48	0	0	0	0	0	0	0	0	1	0	0
SLC28A3	0	0	0	0	0	0	0	0	0	0	0
SLC2A12	0	0	0	1	0	0	0	0	0	0	0
SLC2A14	0	0	0	0	0	0	1	0	0	0	0
SLC30A3	0	0	0	0	0	0	0	0	0	0	0
SLC31A2	0	0	0	0	0	0	0	0	1	0	0
SLC32A1	0	0	0	0	0	0	0	0	0	0	0
SLC35C2	0	0	0	1	0	0	0	0	0	0	0
SLC35D3	0	0	0	1	0	0	0	0	0	0	0
SLC35F1	0	0	0	0	0	0	0	0	0	0	0
SLC35F3	0	0	0	0	0	0	0	0	0	0	1
SLC35G5	0	0	0	0	0	0	0	0	0	0	1
SLC35G6	0	0	0	0	0	0	0	0	0	0	0
SLC36A1	0	0	0	0	0	0	0	0	0	0	0
SLC39A9	0	0	0	1	0	0	0	0	0	0	0
SLC43A2	0	0	0	0	0	0	0	0	0	0	0
SLC44A4	0	0	0	0	0	0	0	0	0	0	0
SLC4A8	0	0	0	1	0	0	0	0	0	0	0
SLC4A9	0	0	0	0	0	0	0	0	0	0	0
SLC52A1	0	0	0	0	0	0	0	0	0	0	0
SLC5A5	0	0	0	1	0	0	0	0	0	0	0
SLC5A7	0	0	0	0	0	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0	0	0	0	0	0
SLC6A13	0	0	0	1	0	0	0	0	0	0	0
SLC6A5	0	0	0	1	0	0	0	0	0	0	0
SLC8A1	0	0	0	0	0	0	0	0	0	0	0
SLC9A1	0	0	0	0	0	0	0	0	1	0	0
SLC9A5	0	0	0	1	0	0	0	0	0	0	0
SLC9B1	0	0	0	0	0	0	0	0	0	0	0
SLCO3A1	0	0	0	0	0	0	0	0	0	0	0
SLCO5A1	0	0	0	1	0	0	0	0	0	0	0
SLFN12L	0	0	0	0	0	0	0	0	1	0	0
SLFN5	0	0	0	0	0	0	0	0	0	0	0
SLITRK5	0	0	0	0	0	0	0	0	0	0	0
SLITRK6	0	0	0	0	0	0	0	0	0	0	1
SLX4	0	0	0	0	0	0	0	0	0	0	0
SMAD1	0	0	0	1	0	0	0	0	0	0	0
SMAD2	0	0	0	0	0	0	0	0	0	0	0
SMARCA4	0	0	0	1	0	0	0	0	0	0	1
SMC4	0	0	0	0	0	0	0	0	0	0	0
SMC6	0	0	0	0	0	0	0	0	0	0	0
SMCR8	0	0	0	1	0	0	0	0	0	0	0
SMG1	0	0	0	1	0	0	0	0	0	0	0
SMG6	0	0	0	0	0	0	0	0	0	0	0
SMOC1	0	0	0	0	0	0	0	0	0	0	0
SMOC2	0	0	0	0	0	0	0	0	0	0	0
SMPD3	0	0	0	0	0	0	0	0	0	0	0
SMTN	0	0	0	0	0	0	0	0	0	0	0
SMTNL1	0	0	0	0	1	0	0	0	0	0	0
SMURF1	0	0	0	0	0	0	0	0	0	0	0
SMYD1	0	0	0	0	0	0	0	0	0	0	0
SNF8	0	0	0	0	0	0	0	0	0	0	1
SNIP1	0	0	0	1	0	0	0	0	0	0	0
SNPH	0	0	0	1	0	0	0	0	0	0	0
SNRNP200	0	0	0	0	0	0	0	0	0	0	0
SNRPB	0	0	0	0	0	0	0	0	0	0	1
SNRPB2	0	0	0	0	0	0	0	0	1	0	0
SNTG1	0	0	0	0	0	0	0	0	0	0	0
SNTG2	0	0	0	0	0	0	0	0	0	0	0
SNX13	0	0	0	0	0	0	0	0	1	0	0
SNX16	0	0	0	0	0	0	0	0	0	0	0
SNX4	0	0	0	1	0	0	0	0	0	0	0
SOBP	0	0	0	0	0	0	0	0	0	0	1
SOCS5	0	0	0	0	0	0	0	0	0	0	0
SOGA1	0	0	0	0	0	0	0	0	0	0	0
SORBS2	0	0	0	1	0	0	0	0	0	0	0
SORCS1	0	0	0	0	1	0	0	0	0	0	0
SORCS3	0	0	0	0	0	0	0	0	0	0	0
SOX11	0	0	0	0	0	0	1	0	0	0	0
SOX18	0	0	0	0	0	0	0	0	0	0	0
SP140	0	1	0	0	0	0	0	0	0	0	0
SP4	0	0	0	0	0	0	0	0	0	0	0
SPAG16	0	1	0	0	0	0	0	0	0	0	0
SPAG17	0	0	0	0	0	0	0	0	0	0	0
SPAG5	0	0	0	1	0	0	0	0	0	0	0
SPAG9	0	0	0	0	0	0	0	0	0	0	0
SPATA16	0	0	0	0	0	1	0	0	0	0	0
SPATA18	0	0	0	1	0	0	0	0	0	0	0
SPATA25	0	0	0	1	0	0	0	0	0	0	0
SPATA31C1	0	0	0	0	0	0	0	0	0	0	0
SPDYE4	0	0	0	1	0	0	0	0	0	0	0
SPEG	0	0	0	1	0	0	0	0	0	0	0
SPEN	0	0	0	0	0	0	0	1	0	0	0
SPERT	0	0	0	1	0	0	0	0	0	0	0
SPG20	0	0	0	1	0	0	0	0	0	0	0
SPINT1	0	0	0	1	0	0	0	0	0	0	0
SPNS3	0	0	0	0	0	0	0	0	0	0	0
SPOCK3	0	0	0	0	0	0	0	0	1	0	0
SPTA1	0	0	1	0	0	0	0	0	0	0	0
SPTB	0	0	0	0	0	0	0	0	0	0	0
SPTBN2	1	0	0	0	0	0	0	0	1	0	0
SPTBN4	0	0	0	0	0	0	0	0	0	0	0
SPTBN5	0	0	0	1	0	0	0	0	0	0	0
SRD5A3	0	0	0	0	0	0	0	0	0	0	0
SREK1	0	0	0	0	0	0	0	0	0	0	0
SRPR	0	0	0	1	0	0	0	0	0	0	0
SRRM2	1	0	0	1	0	0	0	0	0	0	0
SSPO	1	1	0	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC5	0	0	1	0	0	0	0	0	0	0	0
ST7	0	0	0	1	0	0	0	0	0	0	0
STAB1	0	0	0	1	0	0	0	0	0	0	0
STAB2	0	0	0	0	0	0	0	0	0	0	0
STAC	0	0	0	0	0	0	0	1	0	0	0
STAR	0	0	0	0	0	0	0	0	0	0	0
STARD4	0	0	0	1	0	0	0	0	0	0	0
STAT5B	0	0	0	0	0	0	0	0	0	0	0
STK32B	0	0	0	0	0	0	0	0	0	0	0
STMND1	0	0	0	0	0	0	0	0	0	0	0
STON1-GTF2A1L	0	0	0	0	0	0	0	0	0	0	0
STOX2	0	0	0	0	0	0	0	0	0	0	0
STPG2	0	0	0	0	1	0	0	0	0	0	0
STRN4	0	0	0	1	0	0	0	0	0	0	0
STX4	0	0	0	1	0	0	0	0	0	0	0
STXBP1	0	0	0	1	0	0	0	0	0	0	0
STXBP5	0	0	0	0	0	0	0	0	0	0	0
STXBP5L	0	0	0	0	0	0	0	0	0	0	0
SULF1	0	0	0	0	0	0	0	0	0	0	0
SULF2	0	0	0	0	0	0	0	0	0	0	1
SULT1C2	0	0	0	0	0	0	0	0	0	0	1
SUMO4	0	0	0	0	0	0	0	0	0	0	0
SUPT16H	0	0	0	0	0	0	0	0	0	0	0
SUPT20H	0	0	0	0	0	0	0	0	0	0	0
SUPT6H	0	0	0	0	0	0	0	0	0	0	0
SUV39H2	0	0	0	0	0	0	0	0	0	0	0
SV2C	0	0	0	0	0	0	0	0	0	0	0
SYDE1	0	0	1	0	0	0	0	0	0	0	0
SYN3	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0	0	0	0	0	0
SYNE1	0	0	0	1	0	0	0	0	0	0	0
SYNE2	0	1	0	1	0	0	0	0	0	0	0
SYNGR3	0	0	0	0	0	0	0	0	0	0	0
SYNPR	0	0	0	0	0	0	0	0	1	0	0
SYTL3	0	0	0	1	0	0	0	0	0	0	0
SZT2	0	0	0	1	0	0	0	0	0	0	0
T	0	0	0	1	0	0	0	0	0	0	0
TAF10	0	1	0	0	0	0	0	0	0	0	0
TAF15	0	0	1	0	0	0	0	0	0	0	0
TAF1B	0	0	0	0	0	0	0	0	0	0	0
TAF1L	0	0	0	0	0	1	0	0	0	0	0
TAF6	0	0	0	1	0	0	0	0	0	0	1
TAOK1	0	0	0	0	0	0	0	0	0	0	0
TAP1	0	0	0	0	0	0	0	0	0	0	0
TARS2	0	0	0	1	0	0	0	0	0	0	0
TAS2R60	0	0	0	1	0	0	0	0	0	0	0
TBC1D22B	0	0	0	0	0	0	0	0	0	0	0
TBC1D2B	0	0	0	0	0	0	0	0	0	0	0
TBC1D30	0	0	0	0	0	0	0	0	0	0	0
TBC1D9	0	0	0	0	0	0	0	0	0	0	0
TBC1D9B	0	0	0	0	0	0	0	0	0	0	0
TBCD	0	0	0	0	0	0	0	0	0	0	0
TBCE	0	0	0	1	0	0	0	0	0	0	0
TBKBP1	0	0	0	1	0	0	0	0	1	0	0
TBXA2R	0	0	0	1	0	0	0	0	0	0	0
TCERG1L	0	0	0	0	0	0	0	0	0	0	0
TCF7L2	0	0	0	0	0	0	0	0	0	0	0
TCHH	0	0	0	1	0	0	0	0	0	0	0
TCIRG1	0	0	0	1	0	0	0	0	0	0	0
TCP10	0	0	0	0	0	0	1	0	0	0	0
TCP10L2	0	0	0	0	0	0	0	0	0	0	0
TDRD5	0	0	0	0	0	0	0	0	0	0	0
TDRD9	0	0	0	1	0	0	0	0	0	0	0
TECPR1	0	0	0	0	0	0	0	0	0	0	0
TECPR2	0	0	0	1	0	0	0	0	0	0	0
TEKT1	0	0	0	1	0	0	0	0	0	0	0
TENM3	0	0	0	0	0	0	0	0	1	0	0
TENM4	0	0	1	0	0	0	0	0	0	0	0
TEP1	0	0	0	0	0	0	0	0	0	0	1
TESC	0	0	0	0	0	0	0	0	0	0	1
TET1	0	0	1	0	0	0	0	0	0	0	0
TET2	0	0	0	0	1	0	0	0	0	0	0
TEX26	0	0	0	0	0	0	0	0	0	0	0
TFAP2D	0	1	0	0	0	0	0	0	0	0	0
TFPI2	0	0	0	0	0	0	0	0	0	0	0
TG	0	0	1	1	0	0	0	0	0	0	0
TGIF1	0	1	0	0	0	0	0	0	0	0	0
THAP5	0	0	0	0	0	0	0	0	0	0	0
THAP9	0	0	0	0	0	0	0	0	0	0	0
THBS2	0	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0
THEMIS	0	1	0	0	0	0	0	0	0	0	0
THEMIS2	0	0	0	0	0	0	0	0	0	0	0
THOP1	0	0	0	1	0	0	0	0	0	0	0
THRAP3	0	0	0	0	0	0	0	0	0	0	0
TIAM2	0	0	0	0	0	0	0	0	0	0	0
TIE1	0	0	0	0	0	0	0	0	0	0	0
TIMELESS	0	0	0	1	0	0	0	0	0	0	0
TIMM22	0	0	0	0	0	0	0	0	0	0	1
TJAP1	0	0	0	0	0	0	0	0	0	0	0
TJP2	0	0	0	1	0	0	0	0	0	0	0
TJP3	0	0	0	0	0	0	0	0	0	0	1
TKTL2	0	0	0	0	0	0	0	0	0	0	0
TLN2	0	0	0	1	0	0	0	0	0	0	0
TLR4	0	0	0	0	0	0	0	0	0	0	0
TLR9	0	0	0	0	0	0	0	0	0	0	0
TM4SF1	0	0	0	0	0	0	0	0	0	0	0
TM9SF2	0	1	0	0	0	0	0	0	0	0	0
TM9SF4	0	0	0	0	0	0	1	0	0	0	0
TMCC2	0	1	0	0	0	0	0	0	0	0	0
TMEM117	0	0	0	1	0	0	0	0	0	0	0
TMEM131	0	0	0	1	0	0	0	0	0	0	0
TMEM132B	0	0	0	0	0	0	0	0	0	0	0
TMEM151A	0	0	0	1	0	0	0	0	0	0	0
TMEM180	0	0	0	0	0	0	0	0	0	0	0
TMEM198	0	0	0	0	0	0	0	0	0	0	0
TMEM2	0	0	0	0	0	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0	0	0	0	0	0
TMEM39A	0	0	0	1	0	0	0	0	0	0	0
TMEM63A	0	0	0	0	0	0	0	0	0	0	0
TMEM87B	0	0	0	0	0	0	0	0	0	0	0
TMEM99	0	0	0	0	0	0	0	0	0	0	0
TMEM9B	0	0	0	1	0	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	0	0	0	1	0	0
TMPRSS3	0	0	0	0	0	0	0	0	0	0	0
TMTC3	0	0	1	0	0	0	0	0	0	0	0
TMTC4	0	0	0	1	0	0	0	0	0	0	0
TNC	0	0	0	0	0	0	0	0	0	0	1
TNFAIP2	0	0	0	1	0	0	0	0	0	0	0
TNK2	0	0	0	0	0	0	0	0	0	0	0
TNKS2	0	0	0	1	0	0	0	0	0	0	0
TNN	0	0	0	0	0	0	0	0	0	0	1
TNXB	0	0	0	0	0	0	0	0	0	0	0
TOMM70A	0	0	0	0	0	0	0	0	1	0	0
TOP2B	0	0	0	0	0	0	0	0	0	0	0
TOPAZ1	0	0	1	0	0	0	0	0	0	0	1
TOPBP1	0	0	0	0	0	0	0	0	0	0	1
TP53	0	0	1	0	0	0	0	0	1	0	0
TP63	0	0	0	0	0	0	0	0	0	0	1
TP73	0	0	0	0	0	1	0	0	0	0	0
TPO	0	0	0	0	0	0	0	0	0	0	0
TPPP	0	0	0	1	0	0	0	0	0	0	0
TPTE2	0	0	0	0	0	0	0	0	0	0	0
TRANK1	0	0	0	0	0	0	0	0	0	0	0
TRIB2	0	0	0	0	0	0	0	0	0	0	0
TRIM2	0	0	0	1	0	0	0	0	0	0	0
TRIM29	0	0	0	1	0	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0	0
TRIM64C	0	0	0	0	1	0	0	0	0	0	0
TRIM72	0	0	0	1	0	0	0	0	0	0	0
TRIM9	0	0	0	0	0	0	0	0	0	0	0
TRIO	0	0	0	0	1	0	0	0	0	0	0
TRIP12	0	0	0	0	0	0	0	0	1	0	0
TRMT11	0	0	0	1	0	0	0	0	0	0	0
TROVE2	0	0	0	1	0	0	0	0	0	0	0
TRPC4	0	0	0	0	1	0	0	0	0	0	0
TRPM2	0	0	0	1	0	0	0	0	0	0	0
TRPM3	0	0	0	0	0	0	0	0	0	0	0
TRPM4	0	0	0	0	1	0	0	0	0	0	0
TRPS1	1	0	0	1	0	0	0	0	0	0	0
TRPV6	0	0	0	0	0	0	0	0	0	0	0
TRRAP	0	0	0	0	0	0	0	0	0	0	0
TSC22D2	0	0	0	0	0	0	0	0	1	0	0
TSC22D4	0	0	0	1	0	0	0	0	0	0	0
TSGA13	0	0	0	0	0	0	0	0	0	0	0
TSHR	0	0	0	0	0	0	0	0	0	0	0
TSHZ1	0	0	0	0	0	0	0	0	0	0	0
TSHZ3	0	0	0	0	0	0	0	0	0	0	1
TSPAN14	1	0	0	0	0	0	0	0	0	0	0
TSSK2	0	1	0	0	0	0	0	0	0	0	0
TSSK6	0	0	0	0	0	0	0	0	0	0	0
TSTA3	0	0	0	0	0	0	0	0	0	0	0
TTC21A	0	0	1	0	0	0	0	0	0	0	0
TTC26	0	1	0	0	0	0	0	0	0	0	0
TTC27	0	0	0	0	0	0	0	0	0	0	1
TTC28	0	0	0	0	0	0	0	0	0	0	0
TTC39A	0	0	0	1	0	0	0	0	0	0	0
TTC40	0	0	0	0	0	0	0	0	0	0	0
TTI1	0	0	0	1	0	0	0	0	0	0	0
TTLL11	0	0	0	0	0	0	0	0	0	0	0
TTN	0	0	0	1	1	1	0	0	0	0	1
TTYH2	0	0	0	1	0	0	0	0	0	0	0
TUBA3C	0	0	0	0	0	0	0	0	0	0	0
TUBA4A	0	0	0	0	0	0	0	0	0	0	0
TUBB4A	0	0	0	1	0	0	0	0	0	0	0
TUBD1	0	0	1	0	0	0	0	0	0	0	0
TUBGCP4	0	0	0	1	0	0	0	0	0	0	0
TUFT1	0	0	0	1	0	0	0	0	0	0	0
TULP3	0	0	0	0	0	0	0	0	0	0	1
TULP4	0	0	0	0	0	0	0	0	0	0	0
TVP23C	0	0	0	0	0	0	0	0	0	0	0
TYW1	0	1	0	0	0	0	0	0	0	0	0
UACA	0	0	0	0	0	0	0	0	0	0	0
UBAP1L	0	0	0	1	0	0	0	0	0	0	0
